nl|﻿De beide ruiters, die dit gesprek voerden, reden op de grootevlakte van Patagonië naar Argentinië welke zich uitstrekt tot deRio Pilcamayo.
nl|Zij bevonden zich op de hoogte waar de Rio Negro metdonderend geweld zijn wateren in den oceaan stort, en op eenigehonderde mijlen afstand van de bekende nederzetting Carmen dePatagones.
nl|De een, een man in de kracht van zijn jaren, bereedeen buitengewoon mooi ros, welks edele vormen getuigden van zijnAndalusieschen oorsprong; de ander zat op een klein kastanjebruinpaard zonder eenige schoonheid, maar van krachtigen lichaamsbouw.
nl|Hetuiterlijk der beide reizigers was al even verschillend als dathunner dieren.
nl|Hij, die het vurige ros zoo volkomen in bedwang had,was lang en tenger maar sterk gespierd; een eenvoudige uit beste stofvervaardigde kleeding omsloot zijn lenige gestalte.
nl|Het blonde haaren de lange blonde baard, evenals de blanke door de zon gebruindegelaatskleur wettigden het vermoeden, dat hij op het noordelijkhalfrond het levenslicht had aanschouwd.
nl|Zijn metgezel, een nogjonge man, was een dier figuren, dien de reiziger in Argentinië opal zijn tochten ontmoet.
nl|Gekleed in het korte Spaansche buis en dewijde broek, over zijn schouders de poncho, om de heupen een bontgekleurde met franje versierde doek, de voeten in plompe hooge laarzenmet sporen, was hij, rechtop en onbewegelijk in den zadel gezeten,het onvervalschte type van den echten gaucho.
nl|[1]"Señor Inglese," begon na een langdurig zwijgen de als Pedrotoegesproken herder opnieuw het gesprek, "Señor Inglese, gij hebt mijals gids aangenomen en betaald.
nl|Wilt gij me nu volgen of niet?
nl|Denktgij den weg zonder mij te kunnen vinden, goed, ga dan alleen.
nl|Maar,zeg eens, welke richting zoudt gij inslaan als ik wegliep?
nl|Terugkeeren,niet waar, er zat niets anders op, want het zou de grootste dwaasheidzijn om zonder levensmiddelen naar het Zuiden te trekken, het Zuidendat u bovendien geheel onbekend is.
nl|""Hm, hm," zeide de Engelschman, snel een blik op het grijnzend gelaatvan zijn reisgenoot werpend.
nl|"Hm, hm," herhaalde hij langzaam ennadenkend over het moeilijke geval, waarin hij zich bevond.
nl|"Jij zegt dat wij westwaarts moeten gaan en ik zeg van neen, omdatik naar Patagonië wil en niet naar de Andes.
nl|Jij beweert, dat delaatste nederzetting der blanken in het Westen ligt en ik houd vol,dat het vuur daar in het Zuiden door blanken is ontstoken, al is hetmogelijk waar dat de roodhuiden zoo nabij zijn als je vermoedt.
nl|""Hebt gij vuur gezien, mylord, en ik, een gaucho, niet?"
nl|vroeg Pedroongeloovig lachend.
nl|"Vuur.... zoo waar," viel hij zichzelf in de rede,"nu zie ik het ook!
nl|Maar de rook, dien wij in de verte naar het Oostenzien drijven, stijgt niet uit het kamp der blanken," vervolgde hijbeslist.
nl|"Het is geen houtvuur zooals zij gewoonlijk aanleggen, maar't wordt gestookt met verdroogd gras en dorre berberissetakken.
nl|Inde pampa's, ten zuiden van de Rio Negro is geen ander brandmateriaalte vinden.
nl|Wilt gij uw verderf te gemoet gaan, mylord, rijd dan naarhet Zuiden, wilt gij uw doel bereiken, volg mij dan naar het Westen.""Well!
nl|Indien gij werkelijk gelooft, dat de Indianen daar hun kamphebben opgeslagen, breng me dan bij hen.
nl|Ik wil naar Patagonië,zij het dan ook met Indianen," hield de Brit eigenzinnig vol.
nl|"Bij de heilige jonkvrouw van Cordova gij hebt uw verstandverloren!
nl|Weet gij dan niet, dat de Tsonecas de blanken vermoordenof hen houden als .....
nl|slaven?
nl|""Ik zal hun slaaf niet zijn maar hun vriend en...""En nooit weer de grenzen van Patagonië overschrijden!
nl|De Tsonecasrijden als duivels en nooit gelukt het iemand hun te ontvluchten.
nl|Neen,Mylord, laten wij naar het Westen, naar de nederzetting trekken.
nl|Daarvinden wij allicht een aantal bomberos, die tegen een goede betalingeen strooptocht in het land der Tehuelches willen meemaken.
nl|""Tusschen twee vuren," mompelde de Engelschman in zijnmoedertaal.
nl|"Ginds een troep Indianen, hier een gaucho.
nl|Ik stel ingeen enkel opzicht vertrouwen in dien knaap en zou er op durven zweren,dat hij de gelegenheid zoekt me aan den meestbiedende te verkoopen.
nl|""Al besloten, Mylord?"
nl|vroeg de gids, de overpeinzingen van denBrit storend.
nl|"Pedro, Don Pedro," zeide deze deftig, "wij zijn beiden dapper, ishet niet, en duchten geen gevaar.
nl|Laten we naar het Zuiden rijdenen behandelen de Indianen ons als vijanden...... Well, dan vluchtenwij naar het Westen.
nl|Onze paarden zijn goed en sterk en onze wapensuitstekend geschikt om ons den vijand van het lijf te houden.
nl|""Bij de heilige Jonkvrouw, Mylord, neem toch mijn raad terharte.
